ID,中文,英文,分类,字段类型,来源文件
2230105,等级：Lv.23\n形态：鱼类型\n特点：害怕毒属性攻击。害怕火属性攻击。\n\n栖息在水下世界附近的浅海里的尾巴卷在前面的绿色海马型怪物。头上长着像头盔一样的冠状物。由于水下世界的净化的力量的变弱，正在变得越来越凶残。," Lv. :  23\nForm : Fish\nSpecial Trait : Vulnerable to Poison Attribute Attacks. Vulnerable to Fire Attribute Attacks.\n\nA monster that appears in the form of a green sea horse near the Aqua Road, in the shallow end of the sea. It looks like it's wearing a helmet, and it has become more ferocious as the force of purification of Aqua Road has weakened. ",monsterbook,episode,String.wz\MonsterBook.img.xml
2230106,等级：Lv.25\n形态：鱼类型\n特点：害怕毒属性攻击。火属性攻击减半。\n\n生活在水下世界附近的小海马型怪物。据说只栖息在没有被污染的干净的海水里。尾巴卷在后面，头上长着和皇冠一样的华丽的冠状物。藏在珊瑚中间的话，不容易被发现。," Lv. :  25\nForm : Fish\nSpecial Trait : Vulnerable to Poison Attribute Attacks. -50% Fire Attribute Damage.\n\nA small sea-horse-like monster that lives near Aqua Road. It lives only in clean sea water where no signs of contamination can be seen. Its tail is coiled back while it has a flashy crown-like ornament on its head, which makes it more difficult for the people to spot when it is hiding in between the corals. ",monsterbook,episode,String.wz\MonsterBook.img.xml
2230107,等级：Lv.24\n形态：鱼类型\n特点：火属性攻击减半。害怕毒属性攻击。\n\n长着鲜红色和灰色条纹的让人印象深刻的可爱的鱼型怪物。虽然因为可爱的为表受到人们的喜爱，但是在攻击的时候，会不顾一切地冲过来。," Lv. :  24\nForm : Fish\nSpecial Trait : -50% Fire Attribute Damage. Vulnerable to Poison Attribute Attacks.\n\nA cute little monster that appears in the form of a fish with bright orange and white stripes. Although it is loved and adored for its cute image, it chases its enemy with a huge frown on its face when attacking.",monsterbook,episode,String.wz\MonsterBook.img.xml
2230108,等级：Lv.22\n形态：鱼类型\n特点：火属性攻击减半。\n\n浑身长着黑色的尖刺的海洋生物。乍一看像一块黑色的石头，仔细地观察的话，可以看到它在移动。受到攻击的时候，会竖起全身的尖刺，但平时都把刺收起，安静地躺在海底。," Lv. :  22\nForm : Fish\nSpecial Trait : -50% Fire Attribute Damage.\n\nA sea creature that is covered in prickly black thorns. It may be mistaken for a black stone, but when you look at it closely, the Pinboom moves in a sluggish and subtle way. Although it sticks out its sharp thorns when instigated, it usually hides its thorns and remains still. ",monsterbook,episode,String.wz\MonsterBook.img.xml
2230109,等级：Lv.28\n形态：鱼类型\n特点：害怕电属性攻击。害怕毒属性攻击。火属性攻击减半。\n\n可以在水下世界东侧海域看到的鱼类形态的怪物。据说是在大海的泡沫中诞生的。身体很透明，几乎可以看到身体里面。这是为了不让敌人看到自己的身体。," Lv. :  28\nForm : Fish\nSpecial Trait : Vulnerable to Electricity Attribute Attacks. Vulnerable to Poison Attribute Attacks. -50% Fire Attribute Damage.\n\nA monster that appears in the form of a fish near the sea east of Aqua Road. It was born in the midst of huge sea bubbles, hence the name 'Bubble Fish'. Like a bubble, its body is translucent, often used as a defense mechanism to hide from its enemies.  ",monsterbook,episode,String.wz\MonsterBook.img.xml
2230110,等级：Lv.23\n形态：恶魔型\n\n用木板遮着脸，以捉弄人为乐的身份不明的生命体。在勇士部落遗迹挖掘现场附近经常可以看到。有人说它们是从遗迹里面出来的怪物，也有人说是树木受到遗迹的影响而变成的怪物，但是却没人知道它们的真实身份。偶尔也有科学家说木面怪人是栖息在高原上的妖精，但是由于它们的外貌很丑，所以没什么人支持这种观点。," Lv. :  23\nForm : Devil\n\nA mysterious creature that wears a wooden mask over its head and plays pranks. Often spotted around Perion's Excavation Site. There is apparently a rumor that claims that the Wooden Mask is a monster that formed out of the Excavation Site and another rumor that says that it was a tree that was transformed into a monster as a result of the power emanating from the site. However, at this point, no one knows its origins for sure. Some scholars say that the Wooden Mask is a fairy that only lives in the highlands but not many are in support of that theory, especially considering how ugly this monster looks on the outside.  ",monsterbook,episode,String.wz\MonsterBook.img.xml
2230111,等级：Lv.24\n形态：恶魔型\n\n带着可怕的石板，以捉弄人为乐的身份不明的生命体。和木面怪人一样，对于它们的身份只有几个说法，没有人知道它们的真正身份。它们的好奇心很强，如果是第一次看到的东西的话，它们就会把东西捡走。因此经常发生偷人东西的事情。," Lv. :  24\nForm : Devil\n\nA mysterious creature that wears a heavy stone mask over its head and plays pranks. Has a number of surrounding theories about its origins, just like the Wooden Mask, but no one knows anything about these creatures for sure. The Rocky Mask is very curious about many things and therefore tends to grab anything that it deems interesting, which means it steals peoples' belongings pretty frequently.",monsterbook,episode,String.wz\MonsterBook.img.xml
2230200,等级：Lv.29\n形态：鱼类型\n特点：害怕冰属性攻击。毒属性攻击减半。火属性攻击减半。\n\n栖息在水下世界东侧海域的鱼类形态的怪物。全身的颜色非常鲜艳，就像花一般美丽。乍一看的话，有时候会把它看成是一朵花。但是和外表不同，它们非常懒，经常贴着海底缓缓游动。," Lv. :  29\nForm : Fish\nSpecial Trait : Vulnerable to Ice Attribute Attacks. -50% Poison Attribute Damage. -50% Fire Attribute Damage.\n\nA monster that appears in the form of a fish near the sea east of Aqua Road. Its colorful body almost seems as if it is covered in flowers, which can deceive many adventurers. Contrary to its pretty and flashy appearance, it is lazy and sluggish. ",monsterbook,episode,String.wz\MonsterBook.img.xml
2300100,等级：Lv.20\n形态：动物型\n\n外形像小蝙蝠的怪物。不喜欢阳光，因此主要栖息在黑暗的地铁深处或者迷宫里。由于飞行速度比较快，因此近身攻击的话比较麻烦。回避率相对较高，要想打倒它，需要一定程度的敏捷性。," Lv. :  20\nForm : Mammal\n\nA monster that resembles a small bat. Doesn't like being exposed to light and is therefore usually spotted in dark and damp areas such as in underground subway tracks or in dungeons. Tends to fly at a high speed which makes it hard to attack from close by. It also has a high level of Avoidability, so it requires a certain amount of agility in order to bring it down.  ",monsterbook,episode,String.wz\MonsterBook.img.xml
3000000,等级：Lv.30\n形态：无机物型\n特点：圣属性攻击减半。电属性攻击减半。害怕冰属性攻击。\n\n在天空之城附近古老的塔中经常可以看到的圆石头样子的怪物。据说是有人为了守护塔而制造出来的。身体被坚硬的石头包围着，而且可以瞬间分解身体隐藏起来，并会用激光进行攻击，因此很不容易对付。不怕圣属性和电属性攻击，害怕水属性攻击，因此可以用冰属性魔法攻击。," Lv. :  30\nForm : Enchanted\nSpecial Trait : -50% Sanctity Attribute Damage. -50% Electricity Attribute Damage. Vulnerable to Ice Attribute Attacks.\n\nA round monster that can be frequently seen in the old tower near Orbis. It was created for the purpose of guarding the tower. Its body is covered in a firm layer comprised of stone, and its ability to quickly separate its body to use a hidden apparatus to shoot laser render it a challenging monster to defeat. It is resistant to attacks of sanctity and electricity attribute but vulnerable to attacks of ice attribute, so attack this monster using magic of ice attribute.",monsterbook,episode,String.wz\MonsterBook.img.xml
3000001,等级：Lv.30\n形态：精灵型\n特点：所有属性攻击减半。\n\n外表酷似人类，长着漂亮的翅膀的怪物。虽然是妖精的一种，但是却是在黑魔法师支配冒险岛世界的时候，发誓服从他的力量的堕落的妖精。拥有魔力，不怕魔法攻击。对敌人使用魔法，进行异常状态攻击。, Lv. :  30\nForm : Spirit\nSpecial Trait : -50% Damage of All Attributes.\n\nA monster that very much resembles a human with wings. Is a kind of a fairy but is a corrupt kind of fairy that became tainted when the Black Magician ruled over Maple World. The Fairy has magic capabilities and can withstand large amounts of magic attacks. Will cast magic on its opponent and attack while in Abnormal Status.  ,monsterbook,episode,String.wz\MonsterBook.img.xml
3000005,等级：Lv.30\n形态：无机物型\n\n玩具城的人偶工厂制造的背上带有发条装置的灰色泰迪人偶。身体里面塞满了棉花。由于受到时空裂缝的影响而受到不可知的力量的操纵。, Lv. :  30\nForm : Enchanted\n\nIA brown teddy bear manufactured at the toy factory in Ludibrium. It is stuffed with cotton balls and has a windup spring on its back.  This monster is being controlled by an unknown force that has originated from the Dimensional Schism. ,monsterbook,episode,String.wz\MonsterBook.img.xml
3000006,等级：Lv.30\n形态：鱼类型\n特点：火属性攻击减半。害怕毒属性攻击。\n\n栖息在水下世界东侧水域的虾型的怪物。自尊心很强，从不弯腰。叉着手，蹦蹦跳跳地移动。随着水下世界的净化的力量的变弱，渐渐变得神经质。," Lv. :  30\nForm : Fish\nSpecial Trait : -50% Fire Attribute Damage. Vulnerable to Poison Attribute Attacks.\n\nA monster that appears in the form of a prawn near the sea, east of Aqua Road. Unlike what it appears on the outside, its dignified pride will not allow itself to bend over backwards for anyone. It bounces around with its arms crossed, and it is said to have become irritable throughout the weakening of the Aqua Road purification.",monsterbook,episode,String.wz\MonsterBook.img.xml
3100101,等级：Lv.32\n形态：精灵型\n特点：害怕火属性攻击。害怕冰属性攻击。\n\n只生活在沙漠地区的妖精的一种。非常喜欢宝石，因此带着一个巨大的口袋，有在挖掘埋在沙子底下的锂矿石的习性。据说有人看着它，就会冒出奇怪的歌来。," Lv. :  32\nForm : Spirit\nSpecial Trait : Vulnerable to Fire Attribute Attacks. Vulnerable to Ice Attribute Attacks.\n\nA dwarf that only lives in the desert. It is obsessed with jewels, and carries around a big bag to collect Lithium hidden under the sand.",monsterbook,episode,String.wz\MonsterBook.img.xml
3100102,等级：Lv.30\n形态：鸟类型\n\n只栖息在沙漠中的秃鹫的一种。也许是因为被阳光晒得太厉害，脑袋全都变秃了。有人说打它的时候感觉是在打一个被社会压迫的大叔。," Lv. :  30\nForm : Bird\n\nA type of eagle that lives only in the desert. Perhaps due to the strong sun rays, it is slightly bald at the top of its head, somewhat resembling a baldheaded old man.",monsterbook,episode,String.wz\MonsterBook.img.xml
3110100,等级：Lv.32\n形态：爬虫类型\n特点：冰属性攻击减半。害怕火属性攻击。\n\n栖息在沼泽地带的鳄鱼形态的怪物。经常一脸困相在沼泽地里慢慢地爬行。攻击力虽然很强，但是攻击速度很慢，害怕火属性攻击。," Lv. :  32\nForm : Reptile\nSpecial Trait : -50% Ice Attribute Damage. Vulnerable to Fire Attribute Attacks.\n\nA swamp monster in the form of an alligator. Ligator is found slowly crawling around the marshes with sleepy eyes. It may be able to cast some powerful attacks but it is extremely slow, on the other hand, as well as vulnerable to Fire Attribute Attacks. ",monsterbook,episode,String.wz\MonsterBook.img.xml
3110101,等级：Lv.32\n形态：无机物型\n\n在玩具城的玩偶工厂中制造出来的背上装着发条的粉红色熊娃娃。脖子上打着黄色的蝴蝶结。受到时空裂缝的影响而受到不可知的力量的操纵。虽然拥有可爱的外表，但却是非常危险的怪物，一定要小心。, Lv. :  32\nForm : Enchanted\n\nA pink teddy bear manufactured at the toy factory in Ludibrium. It has a cute yellow ribbon around its neck. This monster is controlled by an unknown force originating from the Dimensional Schism. ,monsterbook,episode,String.wz\MonsterBook.img.xml
3110102,等级：Lv.32\n形态：无机物型\n\n装有发条装置的玩具白鼠怪物。背上装着发条，不停地来回游走。本来是为了捕捉其他村子里的老鼠而制作出来的玩具，但是受到时间破裂的影响而忘了自己的本分，变成了怪物。," Lv. :  32\nForm : Enchanted\n\nA white toy rat that has a windup spring on its back. It scurries around the field endlessly. Although it was originally manufactured to catch other rats, it has transformed into a monster due to the effects brought on by the Temporal Schism.",monsterbook,episode,String.wz\MonsterBook.img.xml
3110300,等级：Lv.32\n形态：无机物型\n\n玛加提亚的炼金术士制造出来的生物。是以筋骨胶为主要材料制作而成的，所以弹性很好，经常来回地蹦跳。让人联想到粉红色的草莓布丁，因此有人觉得它看起来很好吃，但却是绝对吃不得的。太危险了。," Lv. :  32\nForm : Enchanted\n\nA slime that the alchemists in Magatia created. It bounces around boasting its elasticity, as it is mainly composed of gelatin. Although some say this pink monster resembles a delicious strawberry jelly, do not consume this dangerous monster. ",monsterbook,episode,String.wz\MonsterBook.img.xml
3110301,等级：Lv.32\n形态：精灵型\n特点：火属性攻击减半。害怕冰属性攻击。\n\n只生活在沙漠中的妖精的一种。和沙漠矮人很相似，但是颜色却呈红色。性格相比之下也更加凶恶。发现宝物的能力要比沙漠矮人出色，因此身上有很多只有在红沙沙漠中发现的沙漠的火花。," Lv. :  32\nForm : Spirit\nSpecial Trait : -50% Fire Attribute Damage. Vulnerable to Ice Attribute Attacks.\n\nA dwarf that lives only in the desert. It looks just like the Desert Dwarf, only darker. It is infamous for its ferocity, as well as its notable ability to discover jewels. It carries around the flames of desert.",monsterbook,episode,String.wz\MonsterBook.img.xml
3110302,等级：Lv.35\n形态：无机物型\n\n玛加提亚的炼金术士制造出来的生物。乘坐烧瓶移动，经常攻击人。看起来虽然像是植物，但是完全找不到植物的美德，这是它最大的特征。现在虽然很小，长大之后会不会变成更加危险的生物呢？," Lv. :  35\nForm : Enchanted\n\nAn organism created by the alchemists in Magatia. It transports via a cylinder to attack humans. Although it appears in the form of a plant, it does not display any graceful qualities that most plants embody. This small monster could become even more threatening to humans if it grows any further. ",monsterbook,episode,String.wz\MonsterBook.img.xml
3110303,等级：Lv.38\n形态：无机物型\n\n玛加提亚的炼金术士制造出来的生物。种满了黑妖苗苗，破坏力变得更强。有人说黑妖苗苗的叶子非常柔嫩，很难采到，不过看了攻击人的黑妖苗苗兄弟，那些人应该是在说谎。," Lv. :  38\nForm : Enchanted\n\nAn organism created by the alchemists in Magatia. This monster has become exponentially more powerful than a single Rumo. Looking at this Triple Rumor, it seems highly unlikely that the Rumo leaves are as rare and hard to find as people claim.",monsterbook,episode,String.wz\MonsterBook.img.xml
3210100,等级：Lv.32\n形态：动物型\n特点：火属性攻击减半。害怕冰属性攻击。\n\n一部分进行过艰苦训练的野猪从高原炎热的阳光中获得了灵感，创造出了制造火焰的惊人的技能。他们燃烧自己的身体的斗志，虽然成了勇士部落的战士们的好榜样。但是经常有烧得过头的猪会把自己变成烤肉，成了勇士部落战士们的粮食。," Lv. :  32\nForm : Mammal\nSpecial Trait : -50% Fire Attribute Damage. Vulnerable to Ice Attribute Attacks.\n\nThe Wild Boar was training hard in the mountain plateaus when it was inspired by the heated sunlight which caused a big spark on its back. The Boars' such a fighting spirit has become a great example for all the fighters of Perion. Once in a while, though, the overly zealous Wild Boar would spark too big of a fire on its back and turn itself into a piece of roasted barbecue, offering themselves as great meals for the fighters of Perion. ",monsterbook,episode,String.wz\MonsterBook.img.xml
3210200,等级：Lv.33\n形态：动物型\n特点：火属性攻击减半。害怕冰属性攻击。\n\n生活中天空之城的红色庭院中的怪物。一头红色的毛非常柔软。但是红独角狮的毛非常烫，千万别去摸它。长着还没完全长出来的小角，也不会攻击……具有火属性。," Lv. :  33\nForm : Mammal\nSpecial Trait : -50% Fire Attribute Damage. Vulnerable to Ice Attribute Attacks.\n\nA monster that lives in the Garden of Red in Orbis. Stay away from its inviting coat of soft white fur that is red at the tips, as it is deceivingly hot! It is still young to know how to attack with its small horn, but it has the attribute of fire which can be dangerous in the future.",monsterbook,episode,String.wz\MonsterBook.img.xml
3210201,等级：Lv.33\n形态：动物型\n特点：电属性攻击减半。害怕冰属性攻击。\n\n生活中天空之城的黄色庭院中的怪物。一头黄色的毛非常柔软。但是黄独角狮的毛上带有电流，千万别去摸它。长着还没完全长出来的小角，也不会攻击。具有电属性，因此不怕电属性攻击，可以用冰属性攻击试试。," Lv. :  33\nForm : Mammal\nSpecial Trait : -50% Electricity Attribute Damage. Vulnerable to Ice Attribute Attacks.\n\nA monster that lives in the Garden of Yellow in Orbis. Stay away from its inviting coat of soft white fur that is gold at the tips, as it is saturated with the attribute of electricity! It is still young to know how to attack with its small horn, but it has the attribute of lightning and is resistant to attacks of electricity attribute, so use attacks of ice attribute. ",monsterbook,episode,String.wz\MonsterBook.img.xml
3210202,等级：Lv.33\n形态：动物型\n特点：冰属性攻击减半。害怕火属性攻击。\n\n生活中天空之城的蓝色庭院中的怪物。一头蓝色的毛非常柔软。但是蓝独角狮的毛非常寒冷，千万别去摸它。长着还没完全长出来的小角，也不会攻击。具有冰属性，因此不怕冰属性攻击。," Lv. :  33\nForm : Mammal\nSpecial Trait : -50% Ice Attribute Damage. Vulnerable to Fire Attribute Attacks.\n\nA monster that lives in the Garden of Green in Orbis. Stay away from its inviting coat of soft white fur that is green at the tips, as it is deceivingly cold! It is still young to know how to attack with its small horn, but it has the attribute of ice, hence resistant to attacks of said nature. ",monsterbook,episode,String.wz\MonsterBook.img.xml
3210203,等级：Lv.36\n形态：无机物型\n\n在玩具城的玩偶工厂中制造出来的背上装着发条的熊猫玩偶。由于受到时空裂缝的影响而受到不可知的力量的操纵。虽然原来是毛茸茸的柔软的玩偶，但是现在碰一下都很危险。," Lv. :  36\nForm : Enchanted\n\nA panda bear manufactured at the toy factory in Ludibrium. It has a windup spring on its back, but is controlled by an unknown force that originated from the Dimensional Schism. Once a cuddly stuffed animal, this Panda Teddy has undergone a drastic change and has become a dangerous monster.",monsterbook,episode,String.wz\MonsterBook.img.xml
3210204,等级：Lv.34\n形态：无机物型\n\n在玩具城的玩具工厂里制造出来的鸭子皮革玩具怪物。由于受到时空裂缝的影响而受到不可知的力量的操纵，不知疲倦地移动。鸭子妈妈在前面走的话，小鸭子们就会跟着后面。," Lv. :  34\nForm : Enchanted\n\nA family of ducks manufactured at the toy factory in Ludibrium. These toy ducks, comprised of a mother duck and her ducklings that follow behind, are being controlled by an unknown force originating from the Dimensional Schism. ",monsterbook,episode,String.wz\MonsterBook.img.xml
3210205,等级：Lv.34\n形态：无机物型\n\n装着发条装置的黑色老鼠形态的怪物。本来是为了捕捉其他村子里的老鼠而制作出来的玩具，但是受到时间破裂的影响而忘了自己的本分，变成了怪物。," Lv. :  34\nForm : Enchanted\n\nA black toy rat that has a windup spring on its back. Although it was originally manufactured to catch other rats, it has transformed into a monster due to the effects brought on by the Temporal Schism.",monsterbook,episode,String.wz\MonsterBook.img.xml
3210206,等级：Lv.36\n形态：无机物型\n\n在玩具城玩具塔郊外出没的黄色玩具直升飞机。通过飞转的螺旋桨移动。经常在玩具塔的最上层出现。经常迎着强风正常飞行。," Lv. :  36\nForm : Enchanted\n\nA yellow toy helicopter that appears at the top of Eos Tower in Ludibrium. It uses rotor propellers to move, although it usually gets thrown around by the current of strong winds.",monsterbook,episode,String.wz\MonsterBook.img.xml
3210207,等级：Lv.34\n形态：精灵型\n\n在无法看到也无法进入的时空的缝隙中，存在着漂浮在无限中的存在。计时啾啾就是其中之一。通过时空裂缝进入玩具城玩具塔，在遗弃的空间出现的计时啾啾依靠吞噬时间生长。," Lv. :  34\nForm : Spirit\n\nThere are particular entities that linger the infinitude of the space-time continuum, where no ordinary creature can reach by ordinary means; Tick is one of them. Capitalizing on the Dimensional Schism, Tick can be found in the deserted Ludibrium Clocktower, feeding on time. ",monsterbook,episode,String.wz\MonsterBook.img.xml
3210208,等级：Lv.36\n形态：无机物型\n\n装着发条装置的斑点老鼠形态的怪物。和玩具白鼠名字虽然很相似，但是水老鼠只栖息在赫尔奥斯塔里。胃口极好，因此一直不停地吃东西，什么东西都吃。是童话村粮食不足的罪魁祸首。," Lv. :  36\nForm : Enchanted\n\nA spotted toy rat with a windup spring on its back. While it shares all but one letter of its name with Ratz, Retz can be found only in Helios Tower, eating away everything it can get its hands on. It has a huge appetite that has caused the Korean Folk Town a food shortage.",monsterbook,episode,String.wz\MonsterBook.img.xml
3210450,等级：Lv.36\n形态：动物型\n特点：冰属性攻击减半。火属性攻击减半。\n\n适合在水中活动的进化了的企鹅。主要栖息在通天塔地下都是水的地方，体型虽然比普通的企鹅王小，但是很灵活，行动非常敏捷。随着水下世界的净化的力量被打破之后，通过通天塔地下的洞，活动区域扩大到了水下世界入口。," Lv. :  36\nForm : Mammal\nSpecial Trait : -50% Ice Attribute Damage. -50% Fire Attribute Damage.\n\nA Pepe that has evolved to live in water. Found in the water-filled basement of Orbis Tower, Scuba Pepe is smaller than an ordinary Pepe but illustrates higher intelligence and faster speed. A family of Scuba Pepes have expanded their habitat all the way to the entrance of Aqua Road using the hole that was created during the weakening of Aqua Road purification. ",monsterbook,episode,String.wz\MonsterBook.img.xml
3210800,等级：Lv.37\n形态：动物型\n\n喜欢布娃娃和香蕉的可爱的猴子怪物。受到了魔法密林的魔力的影响，经常在无意识中进行带有魔力的攻击。性格很倔，一旦被激怒的话，就会扔掉香蕉，追着冒险家不放。魔法防御力较高，可以用扔出的香蕉某种程度地保护自己。," Lv. :  37\nForm : Mammal\n\nA cute monkey monster that loves banana and toys. It apparently was influenced by the magic powers of Ellinia which would cause Lupin to inadvertently cast magic attacks once in a while. It's apparently an extremely stubborn monster that will, once agitated, throw its banana and go after an adventurer to the very end. If you have high magic defenses, then you'll be able to protect yourself from the banana that Lupin may throw at you. ",monsterbook,episode,String.wz\MonsterBook.img.xml
3220000,等级：Lv.35\n形态：植物型\n\n根据在勇士部落高原地带长期从事研究的学者芳博士的报告，在很久很久之前，勇士部落并不是像现在这样贫瘠和干旱。他称在高原的各地，都能看到这里曾经是和魔法密林一样的郁郁葱葱的森林的痕迹。并且，在勇士部落出现了支持他的主张的怪物。那就是呈巨大的树木形态的树妖王。据芳博士说，树妖王和像它那样的巨树生长的时候，必须要有充足的水分和营养，所以过去的勇士部落就是那样的一个地方。但是不知道因为为什么原因，勇士部落的营养全部干涸，作为古代森林的唯一遗物的树妖王也变成了吸取勇士部落所剩不多的水分的怪物……," Lv. :  35\nForm : Plant\n\nAccording to Winston, who has devoted a good chunk of his life to studying the plateaus of Perion, Perion in ancient times was not a dry and barren land. Rather, he suggests that it was a place of which bountiful forests rivaled those of current Ellinia. The soil in Perion had been saturated with moisture and nutrients in the past, supporting the necessary conditions for huge plants like Stumpy to grow. However, it has turned into a dry land, and Stumpy, which can be considered a legacy of ancient Perion, now survives on what, little, is left of the barren land.    ",monsterbook,episode,String.wz\MonsterBook.img.xml
3220001,等级：Lv.38\n形态：植物型\n\n不知道树龄多大的年久的仙人掌。虽然表面干巴巴地看起来像死了一样，但是见到带着水的人经过的话，就会跑过去抢水。但是反而是被旅行者们抢走水的时候更多一些。和沙漠的风沙一起登场。," Lv. :  38\nForm : Plant\n\nAn ancient cactus with its actual age undetermined. Its surface looks dead and dry, but it turns into an aggressive monster when it sees a person with water although they usually end up taking more water from this plant monster. It is accompanied by desert sandstorms. ",monsterbook,episode,String.wz\MonsterBook.img.xml
3230100,等级：Lv.35\n形态：爬虫类型\n特点：毒属性攻击减半。\n\n栖息在地下深处的火独眼兽们偶尔也会来到地上的湿地生活。和伸手不见五指的地下不同，在湿地生活的火独眼兽由于需要躲避天敌，产生了保护色，变成了风独眼兽。,"Lv. :  35\nForm : Reptile\nSpecial Trait : -50% Poison Attribute Damage.\n\nThe Evil Eye monster that lives out on land. Once in open land, unlike the dark and damp areas of the marshes and underground regions where one Evil Eye can't be separated from another, the Evil Eyes had to find a way to camouflage themselves. The Curse Eye is the camouflaged version of the Evil Eye on land. ",monsterbook,episode,String.wz\MonsterBook.img.xml
3230101,等级：Lv.35\n形态：不死型\n特点：害怕圣属性攻击。害怕火属性攻击。\n\n在地铁深处的黑暗的影子中诞生的幽灵怪物。死了之后还认为自己没有死而披上了白布，特征是略微地漂浮在空中。属于不死系怪物，因此害怕圣属性攻击，不怕物理攻击。, Lv. :  35\nForm : Immortal\nSpecial Trait : Vulnerable to Sanctity Attribute Attack. Vulnerable to Fire Attribute Attacks.\n\nA ghost monster that was formed from the dark shadows of the subways. It is a dead yet undead creature that wears a white cloth over its body while floating around the world. It is an Undead which makes it vulnerable to Sanctity Attribute Attacks and strong against Physical Attacks.,monsterbook,episode,String.wz\MonsterBook.img.xml
3230102,等级：Lv.37\n形态：鱼类型\n特点：害怕电属性攻击。\n\n主要栖息在海边沙地上的螃蟹模样的怪物。移动速度非常快，物理防御力和魔法防御力相对较高，因此不太容易对付。也许因为是生活在水边的怪物，因此非常怕闪电，可以尝试用电属性的魔法进行攻击。," Lv. :  37\nForm : Fish\nSpecial Trait : Vulnerable to Electricity Attribute Attacks.\n\nA monster that appears in the sand near the sea. Its speed and high defense rate render this monster difficult to hunt, but since it lives by the water, use magic of lightning attribute to attack its vulnerability.",monsterbook,episode,String.wz\MonsterBook.img.xml
3230103,等级：Lv.38\n形态：无机物型\n特点：电属性攻击减半。冰属性攻击减半。害怕火属性攻击。\n\n地位是由能力决定的？玩具塔中的一部分吹泡泡鱼戴上了玩具王冠之后，变成了具有更强力量的吹泡泡鱼皇。看到了这一现象的冒险家们认为吹泡泡鱼皇的王冠是带有强大力量的物品，所以努力想把它弄到手……但是让人吃惊的是，王冠只是个没有任何花样的装饰品。那么，吹泡泡鱼皇的力量到底是从哪里来的呢？除了王冠之外和普通吹泡泡鱼没有什么区别的吹泡泡鱼皇，它们力量的根源至今还是一个谜。," Lv. :  38\nForm : Enchanted\nSpecial Trait : -50% Electricity Attribute Damage. -50% Ice Attribute Damage. Vulnerable to Fire Attribute Attacks.\n\nDoes rank determine prowess? Ever since a group of Bloctopuses in Eos Tower have put on a toy crown, they have become even stronger and powerful, earning them the name King Bloctopus. Some adventurers suspected that the toy crowns worn by these monsters were the source of their power, but... to their surprise, the toy crowns were nothing but a silly trinket. Then where do they derive their power? They are no different than regular Bloctopuses aside from the crown... hence, the origination of their exceptional strength still remains a mystery.  ",monsterbook,episode,String.wz\MonsterBook.img.xml
3230104,等级：Lv.32\n形态：鱼类型\n特点：火属性攻击减半。\n\n在水下世界东侧水域出没的鱼类形态的怪物。特征是在眼睛有黑色部分，就像是带了面具一样。体型很大，全身都覆盖着坚硬的刺。虽然很强力，但是只要不主动攻击它的话就一点都不危险。, Lv. :  32\nForm : Fish\nSpecial Trait : -50% Fire Attribute Damage.\n\nA monster that appears in the form of a fish near the water east of Aqua Road. It has a few notable features including the black area around its eyes and the round body covered in scales. This big and strong creature is not dangerous as long as it remains unprovoked.,monsterbook,episode,String.wz\MonsterBook.img.xml
3230200,等级：Lv.35\n形态：精灵型\n特点：圣属性攻击减半。\n\n带着红色帽子漂浮在空中的可爱的妖精。受到攻击的话，就会拿出藏在身上的妖术棒，召唤小星星进行攻击。不怕圣属性攻击，魔法防御力也比较强。但是如果被它们可爱的外表迷惑的话，可能会很狼狈哟。," Lv. :  35\nForm : Spirit\nSpecial Trait : -50% Sanctity Attribute Damage.\n\nA cute little pixie that floats around wearing a red hat. When attacked, this monster uses its magic wand to summon small stars. Don't let this adorable pixie fool you, as it is not shy about boasting its strong resistance to attacks with sanctity attribute and high defense rate against magic. ",monsterbook,episode,String.wz\MonsterBook.img.xml
3230300,等级：Lv.35\n形态：精灵型\n特点：圣属性攻击减半。\n\n长得和球一样圆圆的奇妙的怪物。使用封印对方技能或诅咒、弱化等致命的魔法。据说很多冒险家在打猎野猪的时候遇到这种怪物，吃了大亏。所以在打猎野猪的时候一定要注意。幸运的是它们没有拿着武器，而且单独行动，因此对于达到一定等级的冒险家来说并不难对付。," Lv. :  35\nForm : Spirit\nSpecial Trait : -50% Sanctity Attribute Damage.\n\nA monster that has a unique appearance which resembles a round ball. It can cast deadly magic that weakens or temporarily disables its opponent's skills. A number of adventures have claimed that they were attacked by this monster while hunting Wild Bores, so keep that in mind and always remain alert if you're a Wild Bore hunter. Fortunately, this monster travels alone, so if you're of a certain level, you should be able to easily defeat this monster. ",monsterbook,episode,String.wz\MonsterBook.img.xml
